Date,Open,High,Low,Close,Volume,Adj Close
2006-04-21,131.6900,131.7900,130.6200,131.1500,72342600,131.1500
2006-04-24,130.8900,131.0700,130.3800,130.9100,52546400,130.9100
2006-04-25,131.0400,131.1200,129.9200,130.3700,84359800,130.3700
2006-04-26,130.5000,131.1400,130.3000,130.4000,67262400,130.4000
2006-04-27,129.9000,131.6300,129.5900,131.0300,124478600,131.0300
2006-04-28,130.7900,131.7500,130.7100,131.4700,55854400,131.4700
2006-05-01,131.4700,131.8000,130.3200,130.4000,64990300,130.4000
2006-05-02,131.0100,131.4600,130.7400,131.3800,49063500,131.3800
2006-05-03,131.1500,131.3200,130.4500,130.8900,60821300,130.8900
2006-05-04,131.0800,131.6200,130.9700,131.3600,42921400,131.3600
2006-05-05,132.0500,132.8000,131.8500,132.5200,62588200,132.5200
2006-05-08,132.5100,132.7700,132.3600,132.3600,30016700,132.3600
2006-05-09,132.4200,132.7700,132.3100,132.6200,29864000,132.6200
2006-05-10,132.4100,132.7500,131.8900,132.5500,64378200,132.5500
2006-05-11,132.5100,132.5500,130.5200,130.9500,80626900,130.9500
2006-05-12,130.3600,130.7200,129.1900,129.2400,91726500,129.2400
2006-05-15,128.7900,129.7400,128.6100,129.5000,84029300,129.5000
2006-05-16,129.7600,130.0000,129.0100,129.3100,62137600,129.3100
2006-05-17,128.6700,129.1000,126.7700,126.8500,144789500,126.8500
2006-05-18,127.3500,127.7500,126.1100,126.2100,87906300,126.2100
2006-05-19,126.8700,127.4900,125.8000,127.1000,124309400,127.1000
2006-05-22,126.2800,127.1700,125.5000,126.1300,110852800,126.1300
2006-05-23,127.1800,127.6300,125.1700,125.1700,92006500,125.1700
2006-05-24,125.6800,126.8900,124.7600,126.1700,168405000,126.1700
2006-05-25,126.9200,127.7300,126.4300,127.7300,78977900,127.7300
2006-05-26,128.0100,128.3800,127.5100,128.3800,62989700,128.3800
2006-05-30,127.9700,128.0000,126.0500,126.1000,72419900,126.1000
2006-05-31,126.6200,127.5100,126.2000,127.5100,86926200,127.5100
2006-06-01,127.3800,128.9400,127.2700,128.7300,73721700,128.7300
2006-06-02,129.2500,129.4300,128.3200,129.0000,91702600,129.0000
2006-06-05,128.8500,128.8600,126.7700,127.1200,86105100,127.1200
2006-06-06,127.2100,127.3800,125.7600,126.8100,130498600,126.8100
2006-06-07,126.9100,127.6500,125.7900,125.8600,108599400,125.8600
2006-06-08,125.5800,126.5000,123.8700,125.7500,204957200,125.7500
2006-06-09,126.3600,126.9600,125.2900,125.3500,94972200,125.3500
2006-06-12,125.8800,125.9300,123.8200,123.9900,95815900,123.9900
2006-06-13,123.7400,124.8400,122.5500,122.5500,185688800,122.5500
2006-06-14,122.8400,123.6300,122.3400,123.5000,163566400,123.5000
2006-06-15,123.9500,126.3600,123.8600,126.1200,134057000,126.1200
2006-06-16,125.2900,125.5600,124.4600,124.6500,94253500,124.6500
2006-06-19,125.4000,125.4800,123.5500,123.6700,95804400,123.6700
2006-06-20,124.0100,124.8100,123.7200,124.0900,65494700,124.0900
2006-06-21,124.0000,125.7000,123.9600,125.0100,75008200,125.0100
2006-06-22,124.9500,125.0600,124.0400,124.4600,74566100,124.4600
2006-06-23,124.3300,125.3000,124.0300,124.4400,54107000,124.4400
2006-06-26,124.5400,125.0600,124.2500,124.9900,37899600,124.9900
2006-06-27,125.0100,125.2900,123.7700,123.9100,69780200,123.9100
2006-06-28,124.1900,124.7700,123.6500,124.7500,62368100,124.7500
2006-06-29,125.2000,127.3500,125.1700,127.2700,110634800,127.2700
2006-06-30,127.5400,127.6600,126.9600,127.2800,54227800,127.2800
2006-07-03,127.4300,128.0100,127.3100,127.8000,23914000,127.8000
2006-07-05,127.2900,127.4500,126.5200,127.0700,69653400,127.0700
2006-07-06,127.2000,127.8500,127.0800,127.4400,50100300,127.4400
2006-07-07,127.1900,127.5600,126.2900,126.6100,81626500,126.6100
2006-07-10,126.9400,127.4300,126.4100,126.8500,60964100,126.8500
2006-07-11,126.6100,127.4100,125.9400,127.4100,73640800,127.4100
2006-07-12,127.1500,127.4000,125.7200,126.0500,82561300,126.0500
2006-07-13,125.4500,125.6800,124.0000,124.0000,102405700,124.0000
2006-07-14,124.1300,124.2600,122.8300,123.5200,103242500,123.5200
2006-07-17,123.5200,124.1000,123.1500,123.3400,81159000,123.3400
2006-07-18,123.7100,124.0500,122.3900,123.9700,122771000,123.9700
2006-07-19,124.1800,126.2600,123.7200,125.6900,133565300,125.6900
2006-07-20,126.1200,126.3000,124.6600,124.8300,112259800,124.8300
2006-07-21,125.1500,125.1900,123.8200,123.9500,101560000,123.9500
2006-07-24,124.4400,126.3200,124.4400,126.2100,92884000,126.2100
2006-07-25,125.9800,127.3000,125.7200,126.6600,95480700,126.6600
2006-07-26,126.5900,127.4500,126.1800,126.8300,84525800,126.8300
2006-07-27,127.3800,127.6900,126.2000,126.7100,87257100,126.7100
2006-07-28,127.0400,128.1400,126.8600,127.9800,82137000,127.9800
2006-07-31,127.6600,127.9600,127.4500,127.8500,49593100,127.8500
2006-08-01,127.3400,127.3800,126.6000,127.2200,65225600,127.2200
2006-08-02,127.5800,128.4600,127.5500,128.0800,64770900,128.0800
2006-08-03,127.3400,128.5500,127.1500,128.4200,63693800,128.4200
2006-08-04,129.0800,129.4300,127.4800,128.2000,96294200,128.2000
2006-08-07,127.9000,128.0800,127.4000,127.9000,45377300,127.9000
2006-08-08,128.0900,128.4600,126.9500,127.4100,90901300,127.4100
2006-08-09,128.1800,128.6000,126.6100,126.9800,78910600,126.9800
2006-08-10,126.5800,127.5000,126.2800,127.3700,69322300,127.3700
2006-08-11,127.1700,127.2000,126.3900,127.0100,47482200,127.0100
2006-08-14,127.6300,128.1600,126.9200,127.1100,57839000,127.1100
2006-08-15,128.2500,128.8700,127.9000,128.6300,68143000,128.6300
2006-08-16,129.3200,129.8900,129.0400,129.7000,71737600,129.7000
2006-08-17,129.5800,130.3700,129.4900,130.0300,70992800,130.0300
2006-08-18,130.1900,130.6900,129.5900,130.6900,58288400,130.6900
2006-08-21,130.1800,130.2800,129.8000,130.1300,42133600,130.1300
2006-08-22,129.9900,130.5200,129.6800,130.1200,60839900,130.1200
2006-08-23,130.1800,130.4400,129.1900,129.7600,66592100,129.7600
2006-08-24,129.9900,130.1000,129.4000,129.6500,57983000,129.6500
2006-08-25,129.6400,130.2500,129.5500,129.8100,41756000,129.8100
2006-08-28,129.6500,130.8200,129.6400,130.4300,52681500,130.4300
2006-08-29,130.4900,130.8300,129.8100,130.5800,61817800,130.5800
2006-08-30,130.8700,131.0400,130.5500,130.6600,50052200,130.6600
2006-08-31,130.8500,130.9900,130.5800,130.6400,37510300,130.6400
2006-09-01,131.1400,131.5800,130.8400,131.4200,48794500,131.4200
2006-09-05,131.5100,131.8500,131.2000,131.6700,52348300,131.6700
2006-09-06,131.1100,131.1600,130.3300,130.5100,53795600,130.5100
2006-09-07,130.0600,130.5700,129.3500,129.9100,86269400,129.9100
2006-09-08,130.0800,130.4600,129.8300,130.2800,45096300,130.2800
2006-09-11,129.8600,130.6900,129.4800,130.4100,68496600,130.4100
2006-09-12,130.5600,131.8400,130.3700,131.6900,69875600,131.6900
2006-09-13,131.6400,132.4500,131.5200,132.2200,62898400,132.2200
2006-09-14,131.9600,132.2400,131.7500,132.2300,57805400,132.2300
2006-09-15,132.3100,132.3900,131.6800,131.9600,76703100,131.9600
2006-09-18,131.7900,132.3900,131.6500,132.1400,64154100,132.1400
2006-09-19,132.1200,132.1300,131.0700,131.8100,92089100,131.8100
2006-09-20,132.2500,132.7700,132.0600,132.5100,75204100,132.5100
2006-09-21,132.6100,132.7500,131.4200,131.8700,88932500,131.8700
2006-09-22,131.6700,131.6800,131.0000,131.4700,65966800,131.4700
2006-09-25,131.7300,132.8500,131.0500,132.4800,92299100,132.4800
2006-09-26,132.5000,133.6000,132.4000,133.5800,73962700,133.5800
2006-09-27,133.4900,133.9700,133.2700,133.7400,82432200,133.7400
2006-09-28,133.7400,133.9900,133.2800,133.6900,58597500,133.6900
2006-09-29,133.8000,133.9400,133.4800,133.5800,47966600,133.5800
2006-10-02,133.5400,133.8300,132.9500,133.0800,51687400,133.0800
2006-10-03,132.8900,133.8700,132.6500,133.3600,73108100,133.3600
2006-10-04,133.2300,135.0000,133.0800,134.9200,80890500,134.9200
2006-10-05,134.9200,135.4100,134.7500,135.1800,60505900,135.1800
2006-10-06,134.9500,135.1000,134.4000,135.0100,64983600,135.0100
2006-10-09,134.8500,135.3000,134.6400,135.0900,41176800,135.0900
2006-10-10,135.1000,135.4500,134.8400,135.2700,56403700,135.2700
2006-10-11,134.8400,135.4300,134.3000,135.1100,104071800,135.1100
2006-10-12,135.4500,136.3900,135.4000,136.2800,59158600,136.2800
2006-10-13,136.1600,136.7100,136.0400,136.6300,53944000,136.6300
2006-10-16,136.5200,137.0500,136.4200,136.8400,42273000,136.8400
2006-10-17,136.4700,136.7000,135.6700,136.4100,90500600,136.4100
2006-10-18,137.0400,137.3700,136.1000,136.5900,86848600,136.5900
2006-10-19,136.3900,136.8800,136.2300,136.8100,64063200,136.8100
2006-10-20,136.8400,136.9500,136.3300,136.8400,48094500,136.8400
2006-10-23,136.5600,137.8000,136.3900,137.4700,66219900,137.4700
2006-10-24,137.2800,137.9300,137.2200,137.8800,53234900,137.8800
2006-10-25,137.7400,138.4100,137.5100,138.3500,78105400,138.3500
2006-10-26,138.6600,139.0000,137.9800,138.7800,66843700,138.7800
2006-10-27,138.6100,138.7500,137.6300,137.9100,80238000,137.9100
2006-10-30,137.6600,138.2000,137.4000,137.8100,49717800,137.8100
2006-10-31,138.0700,138.2600,137.2500,137.7900,71274100,137.7900
2006-11-01,138.2200,138.3100,136.7200,136.8600,83005600,136.8600
2006-11-02,136.5100,137.0100,136.3600,136.7800,60693100,136.7800
2006-11-03,137.2700,137.3900,135.6200,136.5400,71346400,136.5400
2006-11-06,136.9600,138.2800,136.9500,138.0800,63303300,138.0800
2006-11-07,138.2000,138.9800,138.0000,138.6100,63318900,138.6100
2006-11-08,138.0000,139.0500,136.8600,138.9100,87517800,138.9100
2006-11-09,139.0100,139.1400,137.9000,138.1800,95916300,138.1800
2006-11-10,138.1400,138.3400,137.7200,138.2400,48991500,138.2400
2006-11-13,138.1800,139.0400,138.0700,138.5800,59398200,138.5800
2006-11-14,138.9700,139.7400,138.1200,139.6200,96704000,139.6200
2006-11-15,139.5700,140.4500,139.5300,140.0200,76509600,140.0200
