Date,Open,High,Low,Close,Volume,Adj Close
2010-05-19,111.7700,112.7700,110.3600,111.7600,394353890,111.7600
2010-05-20,109.3800,109.8900,107.4700,107.5400,529155816,107.5400
2010-05-21,105.9100,109.3800,105.3600,109.1100,500625583,109.1100
2010-05-24,108.5200,109.3900,107.6100,107.7100,269079858,107.7100
2010-05-25,105.1100,107.8700,104.3800,107.8200,395832912,107.8200
2010-05-26,108.4800,109.4700,106.8500,107.1700,348931025,107.1700
2010-05-27,109.1900,110.8000,108.7800,110.7600,300394583,110.7600
2010-05-28,110.6400,110.7200,108.8500,109.3700,297534031,109.3700
2010-06-01,108.3500,109.9500,107.3700,107.5300,277410545,107.5300
2010-06-02,108.0800,110.3400,107.5100,110.3300,240010348,110.3300
2010-06-03,110.6500,111.0600,109.5800,110.7100,226453184,110.7100
2010-06-04,108.6100,109.3300,106.4600,106.8200,395563854,106.8200
2010-06-07,107.2000,107.6100,105.4100,105.4900,264299273,105.4900
2010-06-08,105.5700,106.8300,104.6500,106.6200,357532564,106.6200
2010-06-09,107.2400,108.2800,105.6000,106.0500,267756304,106.0500
2010-06-10,107.8600,109.2800,106.0400,109.1500,317694394,109.1500
2010-06-11,108.1900,109.7500,108.1200,109.6800,214061156,109.6800
2010-06-14,110.5200,111.1200,109.4000,109.5100,206968051,109.5100
2010-06-15,110.2800,112.1000,110.0900,112.0000,237669665,112.0000
2010-06-16,111.4200,112.4200,111.2000,111.9600,216095034,111.9600
2010-06-17,112.2800,112.3300,111.0500,112.1400,263055167,112.1400
2010-06-18,111.8300,112.1300,111.3700,111.7300,173821764,111.7300
2010-06-21,113.1200,113.2000,110.7900,111.4100,212852834,111.4100
2010-06-22,111.4100,111.9000,109.4100,109.5700,239055412,109.5700
2010-06-23,109.6400,110.0300,108.4800,109.2300,254527875,109.2300
2010-06-24,108.6900,108.8300,107.1400,107.4200,268265029,107.4200
2010-06-25,107.7400,108.4200,106.7700,107.8700,237712217,107.8700
2010-06-28,108.0300,108.3200,107.1400,107.5300,168908508,107.5300
2010-06-29,106.0200,107.5100,103.5500,104.2100,373318268,104.2100
2010-06-30,103.9200,104.8800,102.8800,103.2200,283318911,103.2200
2010-07-01,103.1500,103.4900,101.1300,102.7600,382651225,102.7600
2010-07-02,103.1100,103.4200,101.6200,102.2000,233291686,102.2000
2010-07-06,103.6400,104.3700,101.8800,102.8700,255782116,102.8700
2010-07-07,103.1300,106.2400,103.0200,106.1100,253429307,106.1100
2010-07-08,107.0000,107.2800,105.9100,107.1600,210678561,107.1600
2010-07-09,107.1300,107.9700,106.9300,107.9600,144930550,107.9600
2010-07-12,107.6000,108.2400,107.1500,108.0300,130961733,108.0300
2010-07-13,109.1500,110.0900,108.9300,109.6600,212543601,109.6600
2010-07-14,109.3100,110.0800,108.8600,109.6500,184330050,109.6500
2010-07-15,109.6100,110.0600,108.1700,109.6800,231681837,109.6800
2010-07-16,109.0900,109.2100,106.4500,106.6600,282607148,106.6600
2010-07-19,107.0500,107.6300,106.2200,107.2900,186394545,107.2900
2010-07-20,105.8700,108.5600,105.8200,108.4800,257880059,108.4800
2010-07-21,109.0400,109.0700,106.6300,107.0700,264349757,107.0700
2010-07-22,108.3400,109.9400,108.3300,109.4600,274503131,109.4600
2010-07-23,109.2400,110.5700,108.9300,110.4100,221913150,110.4100
2010-07-26,110.6000,111.6700,110.2900,111.5600,181974164,111.5600
2010-07-27,112.1700,112.2900,111.1100,111.5500,204764961,111.5500
2010-07-28,111.3200,111.6600,110.4600,110.8300,162881260,110.8300
2010-07-29,111.5200,111.8200,109.4100,110.2900,220040677,110.2900
2010-07-30,109.1700,110.8600,108.9800,110.2700,219883424,110.2700
2010-08-02,111.9900,112.9400,111.5400,112.7600,188055426,112.7600
2010-08-03,112.4800,112.7700,111.8500,112.2200,146470014,112.2200
2010-08-04,112.5300,113.1100,112.1600,112.9700,157998963,112.9700
2010-08-05,112.2500,112.9100,112.0800,112.8500,140358072,112.8500
2010-08-06,111.7400,112.5700,110.9200,112.3900,239618389,112.3900
2010-08-09,112.9200,113.1800,112.3200,112.9900,120724863,112.9900
2010-08-10,112.0300,112.9800,111.3700,112.3800,242692534,112.3800
2010-08-11,110.6500,110.6900,109.1200,109.3000,272943363,109.3000
2010-08-12,107.6500,109.0200,107.6000,108.6300,239364581,108.6300
2010-08-13,108.2900,108.9600,108.1800,108.3100,158383281,108.3100
2010-08-16,107.5700,108.6100,107.1800,108.2600,147556208,108.2600
2010-08-17,109.1900,110.3900,108.8800,109.5900,172118257,109.5900
2010-08-18,109.5400,110.3800,108.9100,109.7900,182533533,109.7900
2010-08-19,109.2200,109.4900,107.4300,107.8800,265766788,107.8800
2010-08-20,107.5600,107.9400,106.7500,107.5300,209556423,107.5300
2010-08-23,108.0400,108.5700,107.0700,107.1200,163097648,107.1200
2010-08-24,105.9500,106.3900,104.9700,105.5300,280534115,105.5300
2010-08-25,104.9500,106.3400,104.2900,105.9400,272169169,105.9400
2010-08-26,106.4400,106.5800,104.8800,105.2300,224219048,105.2300
2010-08-27,105.8900,106.9700,104.3100,106.8600,272308220,106.8600
2010-08-30,106.5800,106.9100,105.3000,105.3100,166871252,105.3100
2010-08-31,104.9200,105.9800,104.4900,105.3100,273616262,105.3100
2010-09-01,106.7300,108.6100,106.6600,108.4600,267563260,108.4600
2010-09-02,108.7200,109.4900,108.4900,109.4700,155921532,109.4700
2010-09-03,110.5400,110.9900,109.9500,110.8900,212125752,110.8900
2010-09-07,110.3700,110.5100,109.5500,109.6400,141821257,109.6400
2010-09-08,109.8600,110.8500,109.8100,110.4100,149907549,110.4100
2010-09-09,111.6500,111.6800,110.6200,110.9200,146442924,110.9200
2010-09-10,111.1200,111.6100,110.8700,111.4800,127752166,111.4800
2010-09-13,112.5800,112.9500,112.1300,112.7200,177874202,112.7200
2010-09-14,112.5000,113.2900,112.0800,112.6500,209339106,112.6500
2010-09-15,112.3200,113.2100,111.9800,113.0800,168413600,113.0800
2010-09-16,112.7300,113.1200,112.3500,113.0500,199774257,113.0500
2010-09-17,113.0400,113.1500,112.1800,112.4900,195746043,112.4900
2010-09-20,112.8800,114.4600,112.5200,114.2100,214541807,114.2100
2010-09-21,114.3000,114.8400,113.5100,113.9800,268363571,113.9800
2010-09-22,113.8000,114.4400,113.1000,113.4200,191154384,113.4200
2010-09-23,112.4900,113.6700,112.1800,112.5000,202119199,112.5000
2010-09-24,113.7500,114.9000,113.6500,114.8200,209597808,114.8200
2010-09-27,114.8600,114.9900,114.1600,114.2700,128567256,114.2700
2010-09-28,114.4200,115.0400,113.1800,114.6700,209089087,114.6700
2010-09-29,114.3800,114.9100,114.0200,114.4700,179576563,114.4700
2010-09-30,115.0500,115.7900,113.5900,114.1300,286947461,114.1300
2010-10-01,114.9900,115.1200,113.9300,114.6100,174556419,114.6100
2010-10-04,114.3700,114.8500,113.1800,113.7500,165979593,113.7500
2010-10-05,114.8000,116.3200,114.6700,116.0400,229309351,116.0400
2010-10-06,116.0200,116.3300,115.5600,116.0300,148514950,116.0300
2010-10-07,116.5000,116.5300,115.1900,115.8900,164724633,115.8900
2010-10-08,116.0500,116.8600,115.6100,116.5400,177626639,116.5400
2010-10-11,116.7200,116.9700,116.2500,116.6500,102920611,116.6500
2010-10-12,116.2700,117.3500,115.6500,117.0100,181748883,117.0100
2010-10-13,117.6600,118.5500,117.3800,117.9200,193888150,117.9200
2010-10-14,117.8100,118.0100,116.7200,117.4600,217324777,117.4600
2010-10-15,118.2800,118.3500,116.7600,117.7000,243526366,117.7000
2010-10-18,117.7400,118.6700,117.3100,118.2800,141416390,118.2800
2010-10-19,117.1900,117.8500,116.0200,116.7300,280331815,116.7300
2010-10-20,116.9400,118.4400,116.8700,117.8700,199776327,117.8700
2010-10-21,118.4000,119.0900,117.2100,118.1300,221423812,118.1300
2010-10-22,118.3100,118.5300,118.0000,118.3500,108136870,118.3500
2010-10-25,119.1400,119.7600,118.6100,118.7000,150911529,118.7000
2010-10-26,118.1000,118.8400,117.8700,118.7200,158887883,118.7200
2010-10-27,117.8900,118.5100,117.2600,118.3800,189872039,118.3800
2010-10-28,119.0600,119.1100,117.8300,118.4000,168414804,118.4000
2010-10-29,118.2800,118.7200,118.0700,118.4900,144175222,118.4900
2010-11-01,119.0700,119.7500,117.8500,118.5300,173851149,118.5300
2010-11-02,119.4200,119.7500,119.1000,119.4700,157916916,119.4700
2010-11-03,119.6800,120.0200,118.4500,119.9500,226512548,119.9500
2010-11-04,121.2800,122.3200,119.9700,122.2600,214571865,122.2600
2010-11-05,122.3400,122.9200,122.1800,122.7200,180591242,122.7200
2010-11-08,122.3400,122.6900,121.9400,122.4900,155551735,122.4900
2010-11-09,122.8200,122.9500,121.1200,121.6100,186006607,121.6100
2010-11-10,121.5800,122.1600,120.6600,122.1000,220587229,122.1000
2010-11-11,121.0500,121.8200,120.6800,121.6400,157659616,121.6400
2010-11-12,120.8200,121.3500,119.6500,120.2000,238930528,120.2000
2010-11-15,120.5800,121.0500,119.9800,120.0300,163635229,120.0300
2010-11-16,119.2900,119.4900,117.5900,118.1600,299705738,118.1600
2010-11-17,118.2100,118.7100,117.8600,118.2200,172013797,118.2200
2010-11-18,119.3600,120.3900,119.3500,119.9600,197429267,119.9600
2010-11-19,119.9000,120.3400,119.2500,120.2900,156802316,120.2900
2010-11-22,119.6900,120.2400,118.7700,120.1900,181349749,120.1900
2010-11-23,118.7700,119.0200,117.9900,118.4500,221848973,118.4500
2010-11-24,119.2000,120.2300,119.1800,120.2000,140040883,120.2000
2010-11-26,119.1600,119.8100,118.8000,118.8000,76007704,118.8000
2010-11-29,118.5000,119.4800,117.7400,119.1600,223441824,119.1600
2010-11-30,117.9800,119.1700,117.8100,118.4900,233594243,118.4900
2010-12-01,120.2000,121.2400,120.1900,121.0100,220813253,121.0100
2010-12-02,121.2000,122.6500,121.1300,122.5600,191000993,122.5600
2010-12-03,122.1400,123.0300,122.1100,122.8900,151218294,122.8900
2010-12-06,122.6300,123.0400,122.5000,122.7600,102219003,122.7600
2010-12-07,123.9400,124.0100,122.7600,122.8300,206338935,122.8300
2010-12-08,122.9800,123.3800,122.4100,123.2800,137753048,123.2800
2010-12-09,123.9700,124.0200,123.1500,123.7600,123129634,123.7600
2010-12-10,124.1400,124.6000,123.7300,124.4800,117451490,124.4800
2010-12-13,125.0500,125.2000,124.5200,124.5600,133626673,124.5600
2010-12-14,124.7500,125.2300,124.2900,124.6700,147004202,124.6700
2010-12-15,124.4400,124.9300,123.8900,124.1000,160353340,124.1000
2010-12-16,124.1800,124.9100,123.7500,124.8200,185035200,124.8200
2010-12-17,124.0800,124.4600,123.8200,124.3000,140935518,124.3000
2010-12-20,124.6400,124.9000,123.9800,124.6000,118947468,124.6000
2010-12-21,124.9900,125.4700,124.8700,125.3900,94848761,125.3900
2010-12-22,125.4800,125.8200,125.4100,125.7800,78820816,125.7800
2010-12-23,125.6400,125.7800,125.2900,125.6000,70052157,125.6000
2010-12-27,125.1300,125.7700,125.0400,125.6500,58062305,125.6500
2010-12-28,125.9000,125.9500,125.5000,125.8300,55258057,125.8300
2010-12-29,125.9800,126.2000,125.9000,125.9200,57970747,125.9200
2010-12-30,125.8000,126.1300,125.5300,125.7200,76592513,125.7200
2010-12-31,125.5300,125.8700,125.3300,125.7500,91206861,125.7500
2011-01-03,126.7100,127.6000,125.7000,127.0500,138503753,127.0500
2011-01-04,127.3300,127.3700,126.1900,126.9800,137310521,126.9800
2011-01-05,126.5800,127.7200,126.4600,127.6400,133860404,127.6400
2011-01-06,127.6900,127.8300,127.0100,127.3900,122398841,127.3900
2011-01-07,127.5600,127.7700,126.1500,127.1400,155960478,127.1400
2011-01-10,126.5800,127.1600,126.2000,126.9800,122198298,126.9800
2011-01-11,127.4400,127.7400,126.9500,127.4300,110183265,127.4300
2011-01-12,128.2100,128.7200,127.4600,128.5800,107344690,128.5800
2011-01-13,128.6300,128.6900,128.0500,128.3700,128975422,128.3700
2011-01-14,128.1900,129.3300,128.1000,129.3000,117607384,129.3000
2011-01-18,129.1800,129.6400,129.0300,129.5200,114227671,129.5200
2011-01-19,129.4100,129.5400,127.9100,128.2500,151612850,128.2500
2011-01-20,127.9600,128.4000,127.1300,128.0800,175498439,128.0800
2011-01-21,128.8800,129.1700,128.2300,128.3700,151372443,128.3700
2011-01-24,128.2900,129.2500,128.2600,129.1000,113638998,129.1000
2011-01-25,128.7600,129.2800,128.1100,129.1700,167374610,129.1700
2011-01-26,129.4900,130.0500,129.2300,129.6700,141125437,129.6700
2011-01-27,129.7000,130.2100,129.4700,129.9900,123202443,129.9900
2011-01-28,130.1400,130.3500,127.5100,127.7200,295509227,127.7200
2011-01-31,128.0700,128.7800,127.7500,128.6800,149095725,128.6800
2011-02-01,129.4600,130.9700,129.3800,130.7400,166897171,130.7400
2011-02-02,130.4000,130.8400,130.3300,130.4900,117643828,130.4900
2011-02-03,130.2600,130.9800,129.5700,130.7800,145711629,130.7800
2011-02-04,130.8300,131.2000,130.2300,131.1500,134578637,131.1500
2011-02-07,131.4400,132.4000,131.4300,131.9700,112329113,131.9700
2011-02-08,132.0900,132.6400,131.7300,132.5700,98856742,132.5700
2011-02-09,132.2100,132.6300,131.6100,132.2700,146290644,132.2700
2011-02-10,131.6000,132.4700,131.3000,132.3200,162504516,132.3200
2011-02-11,131.8000,133.2800,131.7700,133.1100,137665186,133.1100
2011-02-14,133.0300,133.5400,132.8800,133.4300,101523079,133.4300
2011-02-15,133.0200,133.2200,132.3200,133.0100,119454089,133.0100
2011-02-16,133.4600,134.0100,133.1900,133.8500,130028894,133.8500
2011-02-17,133.4600,134.4300,133.3400,134.2500,109756912,134.2500
2011-02-18,134.3700,134.6900,134.0600,134.5300,129820539,134.5300
2011-02-22,133.1200,134.5600,131.4700,131.8300,232802702,131.8300
2011-02-23,131.7500,132.0700,130.2100,131.0200,227027906,131.0200
2011-02-24,130.8800,131.4400,129.7000,130.9300,260113340,130.9300
2011-02-25,131.4800,132.4100,131.4000,132.3300,141487875,132.3300
2011-02-28,132.8200,133.3200,132.3800,133.1500,141371239,133.1500
2011-03-01,133.5700,133.6900,130.8900,130.9300,257661260,130.9300
2011-03-02,130.7500,131.8200,130.3500,131.2100,200065225,131.2100
2011-03-03,132.4000,133.6200,132.3900,133.4700,175901528,133.4700
2011-03-04,133.3700,133.6300,131.6000,132.4700,276985954,132.4700
2011-03-07,132.8600,133.1600,130.7400,131.4300,216563517,131.4300
2011-03-08,131.6400,133.0000,131.0700,132.5800,174429069,132.5800
2011-03-09,132.3200,132.8000,131.6000,132.3900,153739992,132.3900
2011-03-10,131.0000,131.1800,129.8100,129.9400,301173723,129.9400
2011-03-11,129.5200,131.3100,129.4900,130.8400,225387232,130.8400
2011-03-14,129.9900,130.4800,129.0600,130.0500,234935586,130.0500
2011-03-15,126.5900,129.3300,126.5000,128.5600,357936092,128.5600
2011-03-16,128.1500,128.5700,125.2800,126.1800,465885431,126.1800
2011-03-17,128.0000,128.3900,127.1000,127.8500,253963153,127.8500
2011-03-18,128.8400,128.8800,127.5100,127.7600,229674841,127.7600
2011-03-21,129.3500,130.0100,129.2000,129.7400,153783793,129.7400
2011-03-22,129.7200,129.8900,129.1700,129.2900,129568159,129.2900
2011-03-23,128.9300,130.0000,128.3200,129.6600,148209381,129.6600
2011-03-24,130.4000,131.0900,129.6700,130.9000,158313879,130.9000
2011-03-25,131.2400,131.8700,130.8900,131.3000,155632745,131.3000
2011-03-28,131.5800,131.9200,130.9400,130.9800,108870796,130.9800
2011-03-29,130.8700,131.9000,130.4400,131.8600,129251966,131.8600
2011-03-30,132.5500,133.1600,132.3600,132.7700,135649246,132.7700
2011-03-31,132.6000,132.9600,132.4500,132.5900,132554158,132.5900
2011-04-01,133.4100,133.7700,132.8300,133.1500,153904534,133.1500
2011-04-04,133.4300,133.6700,132.8800,133.2600,100648849,133.2600
2011-04-05,133.0000,133.8300,132.9400,133.2400,120779754,133.2400
2011-04-06,133.8800,134.0000,133.1200,133.6600,120226603,133.6600
2011-04-07,133.4200,133.9800,132.6600,133.3200,170837414,133.3200
2011-04-08,133.9100,133.9900,132.3100,132.8600,147820026,132.8600
2011-04-11,133.0000,133.4500,132.1400,132.4600,121335593,132.4600
2011-04-12,131.7200,131.9800,130.9900,131.4700,161227043,131.4700
2011-04-13,132.0800,132.1800,130.9600,131.4600,161934295,131.4600
2011-04-14,130.7000,131.7600,130.2700,131.5600,161111305,131.5600
2011-04-15,131.8000,132.3700,131.4100,132.0400,170005215,132.0400
2011-04-18,130.5900,132.0300,129.5100,130.5600,210528629,130.5600
2011-04-19,130.7600,131.3500,130.4400,131.3100,124172780,131.3100
2011-04-20,132.8800,133.3900,132.7900,133.1000,155698544,133.1000
2011-04-21,133.7900,133.8400,133.1000,133.7800,136137430,133.7800
2011-04-25,133.6800,133.8600,133.2000,133.6400,65448313,133.6400
2011-04-26,134.0500,135.0600,133.9100,134.7900,146642787,134.7900
2011-04-27,135.0500,135.8700,134.5000,135.6700,143070032,135.6700
2011-04-28,135.4300,136.2900,135.4100,136.1100,124737256,136.1100
2011-04-29,136.1600,136.5700,135.9800,136.4300,114976790,136.4300
2011-05-02,137.0700,137.1800,135.9500,136.2200,126171453,136.2200
2011-05-03,135.9600,136.1900,135.0400,135.7300,138157240,135.7300
2011-05-04,135.6700,135.7300,134.2300,134.8300,182561092,134.8300
2011-05-05,134.0800,134.9500,133.0200,133.6100,226749811,133.6100
2011-05-06,134.9400,135.6300,133.6800,134.2000,222802766,134.2000
2011-05-09,134.1900,135.1100,133.9800,134.7200,113906571,134.7200
2011-05-10,135.1700,136.1100,135.0000,135.8700,114747161,135.8700
2011-05-11,135.6700,135.6900,133.8200,134.4400,193519181,134.4400
2011-05-12,134.0800,135.3600,133.3900,135.0800,171028329,135.0800
2011-05-13,135.1500,135.3400,133.5600,134.0400,157390444,134.0400
2011-05-16,133.5600,134.6100,132.9700,133.1900,141591409,133.1900
2011-05-17,132.6900,133.3500,132.1200,133.1700,192833580,133.1700
2011-05-18,133.2400,134.5000,132.9500,134.3600,135025396,134.3600
2011-05-19,134.8000,135.0300,133.9400,134.6800,118664220,134.6800
2011-05-20,134.3300,134.6800,133.3600,133.6100,182444085,133.6100
2011-05-23,131.9800,132.7200,131.5900,132.0600,168356335,132.0600
2011-05-24,132.4400,132.7300,131.7000,131.9500,147060899,131.9500
2011-05-25,131.4200,132.9400,131.3800,132.3900,150896607,132.3900
2011-05-26,132.0300,133.2400,131.7800,133.0000,164894518,133.0000
2011-05-27,133.3700,133.8700,132.9600,133.5100,120803429,133.5100
2011-05-31,134.7700,134.9200,133.8400,134.9000,164348891,134.9000
2011-06-01,134.5100,134.9200,131.7600,131.8700,232456164,131.8700
2011-06-02,131.9600,132.2400,130.9600,131.7300,200320487,131.7300
2011-06-03,130.1500,131.4200,130.0800,130.4200,234455975,130.4200
2011-06-06,130.0900,130.3600,128.8700,129.0400,179258735,129.0400
2011-06-07,129.7000,130.0700,128.8500,128.9600,161485789,128.9600
2011-06-08,128.7600,129.1900,128.1800,128.4200,197987250,128.4200
2011-06-09,128.7700,129.9300,128.4600,129.4000,160674400,129.4000
2011-06-10,128.8500,128.9300,127.2600,127.6000,238411677,127.6000
2011-06-13,127.8900,128.2400,127.0500,127.7000,184488103,127.7000
2011-06-14,128.8700,129.7700,128.8200,129.3200,160125927,129.3200
2011-06-15,128.2400,129.3000,126.6800,127.0200,300377189,127.0200
2011-06-16,127.0600,127.9700,126.3200,127.3000,307721462,127.3000
2011-06-17,127.9300,127.9400,126.6200,127.0500,233230974,127.0500
2011-06-20,126.6200,127.9700,126.5800,127.7000,159305551,127.7000
2011-06-21,128.3600,129.7000,127.7500,129.4500,191713605,129.4500
2011-06-22,129.0500,129.8100,128.5900,128.6700,176121450,128.6700
2011-06-23,127.1600,128.6400,126.1900,128.3000,333657698,128.3000
2011-06-24,128.2700,128.3700,126.6200,126.8100,225810845,126.8100
2011-06-27,126.8900,128.4300,126.6400,127.9400,166315651,127.9400
2011-06-28,128.4500,129.6300,128.2700,129.6100,165190188,129.6100
2011-06-29,130.2000,130.9300,129.6300,130.7200,243880784,130.7200
2011-06-30,131.1400,132.1800,130.7100,131.9700,222967799,131.9700
2011-07-01,132.0900,134.1000,131.7800,133.9200,201950626,133.9200
2011-07-05,133.7800,134.0800,133.3900,133.8100,165927160,133.8100
2011-07-06,133.4900,134.1400,133.1100,133.9700,143126404,133.9700
2011-07-07,135.1600,135.7000,134.8800,135.3600,169953719,135.3600
2011-07-08,133.8300,135.3600,133.3900,134.4000,193857426,134.4000
2011-07-11,132.7500,133.1800,131.6600,131.9700,195046000,131.9700
2011-07-12,131.6900,132.7800,131.3600,131.4000,213911524,131.4000
2011-07-13,132.0900,133.2200,131.5200,131.8400,201984740,131.8400
2011-07-14,132.1700,132.7800,130.6800,130.9300,225402428,130.9300
2011-07-15,131.6600,131.8700,130.7700,131.6900,218322032,131.6900
2011-07-18,131.0800,131.2800,129.6300,130.6100,196456431,130.6100
2011-07-19,131.3400,132.8900,131.3100,132.7300,165885446,132.7300
2011-07-20,133.0700,133.1500,132.4200,132.6500,135775669,132.6500
2011-07-21,133.4000,134.8200,132.6700,134.4900,248433811,134.4900
2011-07-22,134.5200,134.7200,133.7600,134.5800,125209573,134.5800
2011-07-25,133.3000,134.4900,133.1600,133.8300,136138062,133.8300
2011-07-26,133.7400,133.9600,133.0300,133.3300,130989724,133.3300
2011-07-27,132.5900,132.6300,130.4300,130.6000,247869769,130.6000
2011-07-28,130.6000,131.7700,130.0100,130.2200,207393093,130.2200
2011-07-29,128.9100,130.5500,127.9700,129.3300,306535688,129.3300
2011-08-01,130.8400,130.9600,127.5300,128.7800,324694811,128.7800
2011-08-02,127.8100,128.5000,125.4900,125.4900,345325261,125.4900
2011-08-03,125.6600,126.3100,123.5300,126.1700,370546778,126.1700
2011-08-04,124.4200,124.6200,120.0600,120.2600,519400868,120.2600
2011-08-05,121.7600,122.0700,116.8600,120.0800,654932879,120.0800
2011-08-08,116.9100,120.1200,112.0200,112.2600,699984484,112.2600
2011-08-09,114.0700,117.6400,110.2700,117.4800,709504454,117.4800
2011-08-10,115.2600,116.2800,111.9500,112.2900,659583629,112.2900
2011-08-11,113.2600,118.9200,112.3200,117.3300,487137245,117.3300
2011-08-12,118.4000,119.2100,117.2800,118.1200,313614670,118.1200
2011-08-15,119.1900,120.7400,119.0000,120.6200,258305402,120.6200
2011-08-16,119.4700,120.6900,118.3100,119.5900,293453756,119.5900
2011-08-17,120.2500,121.2000,118.7200,119.6700,237781164,119.6700
2011-08-18,116.5000,119.7100,113.3900,114.5100,512113802,114.5100
2011-08-19,112.9600,115.8800,112.5000,112.6400,430047209,112.6400
2011-08-22,115.1700,115.2300,112.4100,112.7300,274705984,112.7300
2011-08-23,113.1500,116.5700,112.5800,116.4400,328960993,116.4400
2011-08-24,116.1900,118.2400,115.9200,118.0800,244763498,118.0800
2011-08-25,118.7300,119.4000,115.8700,116.2800,311782517,116.2800
2011-08-26,115.6900,118.5100,113.8500,117.9700,314269489,117.9700
2011-08-29,119.5600,121.4300,118.0600,121.3600,190438148,121.3600
2011-08-30,120.8300,122.4300,119.2600,121.6800,240892012,121.6800
2011-08-31,122.4600,123.5100,121.3000,122.2200,301480767,122.2200
2011-09-01,122.2900,123.4000,120.7800,120.9400,254226774,120.9400
2011-09-02,118.4200,120.8700,117.4300,117.8500,255119283,117.8500
2011-09-06,114.3900,117.1600,114.3800,116.9900,284897438,116.9900
2011-09-07,118.7600,120.3400,118.3600,120.2900,209475736,120.2900
2011-09-08,119.5700,120.9400,118.7700,119.0400,249532924,119.0400
2011-09-09,117.6800,119.0600,115.2800,115.9200,379839727,115.9200
2011-09-12,114.4700,116.7600,114.0500,116.6700,304103460,116.6700
2011-09-13,117.0500,118.1800,116.2200,117.7400,272091085,117.7400
2011-09-14,118.3400,120.8000,116.7200,119.3700,317698271,119.3700
2011-09-15,120.6500,121.4700,119.4000,121.4300,326067873,121.4300
2011-09-16,121.2900,121.9700,120.3200,121.5200,283874681,121.5200
2011-09-19,119.5300,120.9300,118.7200,120.3100,239823961,120.3100
2011-09-20,120.8200,121.9900,120.0100,120.1700,218316019,120.1700
2011-09-21,120.2300,120.6000,116.4400,116.6300,315614847,116.6300
2011-09-22,113.2500,114.2100,111.3000,112.8600,512946022,112.8600
2011-09-23,112.1100,114.1600,112.0200,113.5400,306183274,113.5400
2011-09-26,114.6100,116.4000,112.9800,116.2400,260314367,116.2400
2011-09-27,118.5300,119.5600,116.8400,117.5400,311231680,117.5400
2011-09-28,117.7800,118.4900,114.9700,115.1400,286147551,115.1400
2011-09-29,117.0500,117.6300,113.9300,116.0500,297687450,116.0500
2011-09-30,114.4500,115.4500,113.0700,113.1500,288287488,113.1500
2011-10-03,112.4900,113.9500,109.8100,109.9300,364341597,109.9300
2011-10-04,108.3500,112.5800,107.4300,112.3400,458235197,112.3400
2011-10-05,112.6200,114.7200,111.5800,114.4200,283515241,114.4200
2011-10-06,114.3600,116.6600,113.5100,116.4900,257354587,116.4900
2011-10-07,117.1700,117.2500,115.0600,115.7100,312140434,115.7100
2011-10-10,117.6800,119.6300,117.6700,119.5800,230112993,119.5800
2011-10-11,118.8700,120.0400,118.7500,119.7000,208801747,119.7000
2011-10-12,120.6000,122.1400,120.3300,120.7500,281302289,120.7500
2011-10-13,120.0400,120.8700,119.1200,120.5100,211963751,120.5100
2011-10-14,121.9100,122.6000,121.2300,122.5700,211138668,122.5700
2011-10-17,121.9900,122.5500,119.9300,120.2300,201641246,120.2300
2011-10-18,120.1400,123.5000,119.2000,122.5800,318129364,122.5800
2011-10-19,122.3800,123.0800,120.7100,121.1300,226406028,121.1300
2011-10-20,121.4300,122.1000,119.8200,121.6600,261835661,121.6600
2011-10-21,123.0900,124.1200,122.7200,123.9700,278550463,123.9700
2011-10-24,124.1700,125.8000,124.0600,125.4900,202222735,125.4900
2011-10-25,124.8900,124.9500,122.7800,123.0500,263858308,123.0500
2011-10-26,124.3500,124.7700,122.2100,124.3000,288582522,124.3000
2011-10-27,127.6300,129.4200,126.6100,128.6300,393288897,128.6300
2011-10-28,128.0000,128.8500,127.8000,128.6000,225439234,128.6000
2011-10-31,127.1600,128.6200,125.3200,125.5000,227488415,125.5000
2011-11-01,122.0300,123.5100,121.5200,122.0000,414920750,122.0000
2011-11-02,123.8300,124.4000,122.7900,123.9900,244533108,123.9900
2011-11-03,125.2700,126.5000,123.6000,126.2500,286049726,126.2500
2011-11-04,125.2300,125.7000,124.0100,125.4800,248867478,125.4800
2011-11-07,125.3900,126.3900,124.2000,126.2600,196176091,126.2600
2011-11-08,126.9200,128.0200,125.7100,127.8800,224083163,127.8800
2011-11-09,124.8900,125.8000,122.8600,123.1600,336963772,123.1600
2011-11-10,124.7900,124.9400,123.0200,124.3200,231317470,124.3200
2011-11-11,125.8300,126.9900,125.7900,126.6600,189673478,126.6600
2011-11-14,126.1900,127.4500,124.9200,125.4600,158964273,125.4600
2011-11-15,125.1700,126.7500,124.7200,126.0800,184179838,126.0800
2011-11-16,124.8100,126.3400,123.9000,124.0800,234773689,124.0800
2011-11-17,123.8500,124.1600,121.2300,122.1100,330058092,122.1100
2011-11-18,122.5000,122.7500,121.4700,121.9800,215045815,121.9800
2011-11-21,120.2000,120.3500,118.6500,119.6600,228483956,119.6600
2011-11-22,119.4000,120.1000,118.5200,119.1900,215981643,119.1900
2011-11-23,118.0700,119.1900,116.5600,116.5600,223964369,116.5600
2011-11-25,116.3800,117.7000,116.2000,116.3400,99556980,116.3400
2011-11-28,119.5400,120.1800,118.8200,119.7100,209775055,119.7100
2011-11-29,120.0500,121.0000,119.6100,120.0500,198727310,120.0500
